epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.8708,0.80759,4.54779,1.22823,0.27626,0.36683,0.29977,0.28012,0.41486,2.75554,0.9225,0.0702542,0.00330508,0.00330508
2,44.3021,0.66029,2.46942,1.07674,0.48915,0.57685,0.53118,0.47662,0.47179,2.30031,0.93611,0.0402355,0.00661964,0.00661964
3,65.0844,0.70869,2.07667,1.07769,0.23592,0.26807,0.18663,0.1588,0.81397,5.18493,1.20304,0.0101978,0.00991534,0.00991534
4,84.7515,0.78645,2.05744,1.12959,0.49252,0.58621,0.59347,0.4829,0.67557,2.30562,1.04685,0.00991514,0.00991514,0.00991514
5,104.774,0.79577,2.01436,1.13544,0.63346,0.63956,0.68494,0.57113,0.63132,1.8437,1.01585,0.00988686,0.00988686,0.00988686
6,125.572,0.81926,1.85067,1.14837,0.707,0.67355,0.73484,0.61781,0.62725,1.81577,1.00203,0.00985857,0.00985857,0.00985857
7,144.835,0.80224,1.80863,1.12352,0.68561,0.64155,0.71066,0.5866,0.67812,1.83431,1.03462,0.00983029,0.00983029,0.00983029
8,165.014,0.7671,1.65733,1.11828,0.74709,0.63092,0.73364,0.6133,0.63289,1.62986,1.02568,0.009802,0.009802,0.009802
9,184.079,0.7678,1.63543,1.10563,0.78953,0.75082,0.8212,0.69687,0.60498,1.23745,0.98419,0.00977371,0.00977371,0.00977371
10,203.066,0.74265,1.6239,1.10822,0.77132,0.74961,0.8256,0.70879,0.59641,1.32522,0.99724,0.00974543,0.00974543,0.00974543
11,222.007,0.78026,1.59536,1.13574,0.80989,0.7405,0.84407,0.73451,0.54761,1.19061,0.9623,0.00971714,0.00971714,0.00971714
12,241.258,0.73451,1.5265,1.10283,0.77086,0.81222,0.86199,0.75196,0.53061,1.13381,0.95681,0.00968886,0.00968886,0.00968886
13,260.365,0.75071,1.52577,1.108,0.79955,0.71162,0.80573,0.69958,0.53997,1.35189,0.97013,0.00966057,0.00966057,0.00966057
14,279.485,0.70986,1.44825,1.08743,0.72037,0.75131,0.80962,0.71067,0.54413,1.37259,0.96778,0.00963229,0.00963229,0.00963229
15,299.199,0.71824,1.47706,1.09772,0.70109,0.7481,0.79954,0.70654,0.51051,1.36617,0.93495,0.009604,0.009604,0.009604
