epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,55.1317,1.18936,2.85767,1.38865,0.77401,0.78466,0.86233,0.61192,0.96236,1.17382,1.18682,0.0701158,0.00332046,0.00332046
2,105.797,1.05505,1.66703,1.235,0.8189,0.82207,0.88648,0.62582,0.96344,1.0778,1.20953,0.0401012,0.00663916,0.00663916
3,156.915,1.11022,1.66816,1.27678,0.77625,0.70518,0.82021,0.53839,1.12634,1.43716,1.28598,0.0100719,0.00994319,0.00994319
4,206.822,1.17656,1.75629,1.32118,0.76237,0.76783,0.85356,0.56453,1.10986,1.49949,1.28242,0.009934,0.009934,0.009934
5,257.259,1.16406,1.68806,1.33106,0.84629,0.84884,0.90846,0.62228,1.04543,1.26634,1.24297,0.009912,0.009912,0.009912
6,308.187,1.14777,1.59925,1.31279,0.89979,0.84363,0.93957,0.66625,1.00242,1.03733,1.22547,0.00989,0.00989,0.00989
7,359.894,1.12401,1.53034,1.30115,0.88165,0.8776,0.94167,0.68439,0.96468,0.99525,1.19251,0.009868,0.009868,0.009868
8,410.612,1.09225,1.45656,1.28449,0.80468,0.77788,0.88351,0.63441,1.0026,1.1806,1.21699,0.009846,0.009846,0.009846
9,458.965,1.07419,1.40911,1.278,0.91306,0.92795,0.96958,0.71018,0.91748,0.81745,1.17055,0.009824,0.009824,0.009824
10,510.146,1.07193,1.35911,1.26971,0.86498,0.88023,0.93353,0.65523,1.00637,0.96603,1.2405,0.009802,0.009802,0.009802
11,561.542,1.04066,1.29802,1.2617,0.9311,0.92524,0.97117,0.71582,0.92298,0.79751,1.1893,0.00978,0.00978,0.00978
12,612.861,1.01968,1.28772,1.24558,0.9233,0.93022,0.968,0.71653,0.91684,0.80955,1.15127,0.009758,0.009758,0.009758
13,663.031,1.01577,1.24657,1.23683,0.96199,0.95824,0.98407,0.74951,0.85184,0.6834,1.10786,0.009736,0.009736,0.009736
14,712.065,1.00726,1.21949,1.24164,0.9618,0.95177,0.98227,0.76459,0.84047,0.70776,1.10386,0.009714,0.009714,0.009714
15,762.413,0.993,1.16907,1.22725,0.9649,0.95496,0.98489,0.75808,0.85324,0.67831,1.11452,0.009692,0.009692,0.009692
16,813.278,0.97312,1.14408,1.21736,0.97215,0.97613,0.99039,0.78187,0.81517,0.61102,1.08544,0.00967,0.00967,0.00967
17,864.676,0.97037,1.1257,1.2081,0.96796,0.96321,0.98441,0.76545,0.82521,0.64115,1.10088,0.009648,0.009648,0.009648
18,916.171,0.96186,1.10244,1.20502,0.96845,0.9659,0.98338,0.77037,0.82232,0.64099,1.08869,0.009626,0.009626,0.009626
19,965.781,0.94427,1.09066,1.20268,0.97542,0.96355,0.98983,0.78638,0.79861,0.60732,1.07217,0.009604,0.009604,0.009604
20,1017.61,0.94623,1.06711,1.19778,0.9726,0.9685,0.98889,0.78556,0.78572,0.60743,1.05793,0.009582,0.009582,0.009582
21,1067.47,0.92335,1.03329,1.18171,0.98529,0.96327,0.99184,0.79859,0.781,0.58199,1.05063,0.00956,0.00956,0.00956
22,1118.49,0.91803,1.01467,1.18255,0.97581,0.97231,0.99142,0.8011,0.77036,0.57746,1.05035,0.009538,0.009538,0.009538
23,1167.89,0.91278,1.01474,1.17868,0.98046,0.98127,0.9917,0.80415,0.78966,0.56424,1.04561,0.009516,0.009516,0.009516
24,1215.39,0.90648,1.00667,1.17422,0.97547,0.97958,0.99179,0.79965,0.76666,0.54899,1.03735,0.009494,0.009494,0.009494
25,1265.5,0.90998,0.99039,1.17509,0.98494,0.98108,0.99238,0.81033,0.75601,0.53917,1.02878,0.009472,0.009472,0.009472
26,1313.76,0.90676,0.99493,1.17429,0.97689,0.97587,0.99238,0.79432,0.78714,0.56158,1.08347,0.00945,0.00945,0.00945
27,1362.71,0.89697,0.97959,1.15808,0.98452,0.98161,0.99385,0.81173,0.74814,0.52432,1.03438,0.009428,0.009428,0.009428
28,1414.55,0.88805,0.96749,1.16274,0.98245,0.97462,0.99175,0.80735,0.75198,0.53919,1.04072,0.009406,0.009406,0.009406
29,1466.05,0.87786,0.9591,1.16731,0.98788,0.98414,0.99423,0.81579,0.73,0.50207,1.02361,0.009384,0.009384,0.009384
30,1517.68,0.88817,0.96042,1.16305,0.96959,0.97974,0.99094,0.80873,0.74031,0.53865,1.02961,0.009362,0.009362,0.009362
31,1569.03,0.86671,0.94683,1.14767,0.9715,0.98303,0.99224,0.81382,0.73838,0.5293,1.03546,0.00934,0.00934,0.00934
