epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.0563,1.36018,4.67076,1.45217,0.00221,0.34535,0.0019,0.00069,2.98571,156.196,5.74191,0.070219,0.003309,0.003309
2,52.4849,1.36404,4.04655,1.47508,0.02664,0.22934,0.0334,0.01749,2.17921,8.46998,2.70811,0.0402002,0.00662355,0.00662355
3,74.697,1.29029,3.805,1.4091,0.04128,0.2407,0.03349,0.02013,1.67654,6.21309,2.00807,0.0101625,0.00991924,0.00991924
4,96.9387,1.23925,3.67573,1.3751,0.11977,0.197,0.04003,0.02535,1.77853,6.40704,2.1959,0.00991514,0.00991514,0.00991514
5,120.067,1.15926,3.45626,1.31777,0.08359,0.20292,0.06276,0.0399,1.85006,5.08119,1.9535,0.00988686,0.00988686,0.00988686
6,143.151,1.10825,3.32044,1.27024,0.13407,0.34545,0.13143,0.08787,1.38212,3.98322,1.53422,0.00985857,0.00985857,0.00985857
7,165.443,1.05742,3.21426,1.25097,0.17341,0.50636,0.20412,0.15141,1.03413,3.2935,1.30356,0.00983029,0.00983029,0.00983029
8,187.988,1.04097,3.09556,1.23232,0.20874,0.63769,0.24162,0.18522,0.83481,2.82778,1.09464,0.009802,0.009802,0.009802
9,210.159,0.99439,2.96662,1.19195,0.21208,0.68247,0.28328,0.21625,0.82309,2.87038,1.10593,0.00977371,0.00977371,0.00977371
10,232.221,0.98012,2.89962,1.20404,0.21239,0.55345,0.30604,0.24562,0.7559,2.75508,1.05447,0.00974543,0.00974543,0.00974543
11,254.314,0.94545,2.80285,1.17093,0.23578,0.63502,0.3321,0.25742,0.79357,2.54172,1.08514,0.00971714,0.00971714,0.00971714
12,276.389,0.93515,2.74767,1.17654,0.23187,0.62915,0.3159,0.24106,0.91133,2.72127,1.1334,0.00968886,0.00968886,0.00968886
13,299.759,0.9518,2.68962,1.1833,0.27723,0.61871,0.3752,0.2976,0.75265,2.65524,1.04842,0.00966057,0.00966057,0.00966057
14,321.903,0.93007,2.57945,1.16442,0.30856,0.72994,0.4586,0.36272,0.73935,2.31986,1.03811,0.00963229,0.00963229,0.00963229
15,344.259,0.8932,2.56794,1.15465,0.33203,0.72705,0.51588,0.42143,0.70206,2.20455,1.02567,0.009604,0.009604,0.009604
16,367.099,0.88715,2.4355,1.14901,0.3808,0.65417,0.43481,0.35355,0.7413,2.39392,1.03403,0.00957571,0.00957571,0.00957571
17,391.851,0.89809,2.38348,1.15367,0.38326,0.67591,0.55579,0.44617,0.69437,2.13772,1.02576,0.00954743,0.00954743,0.00954743
18,416.623,0.87802,2.32499,1.13984,0.39505,0.76755,0.59947,0.4873,0.69835,2.10561,1.04912,0.00951914,0.00951914,0.00951914
19,441.004,0.86977,2.21991,1.13167,0.41961,0.71798,0.59918,0.48187,0.6928,1.95191,1.01949,0.00949086,0.00949086,0.00949086
20,465.279,0.86727,2.19993,1.13426,0.50727,0.6933,0.64083,0.51754,0.69676,1.89819,1.01947,0.00946257,0.00946257,0.00946257
21,489.172,0.84184,2.09217,1.11682,0.49734,0.76895,0.6711,0.54698,0.69421,1.83663,1.01735,0.00943429,0.00943429,0.00943429
22,513.826,0.84029,2.09768,1.12186,0.56035,0.70979,0.65051,0.53668,0.67487,1.97072,1.01221,0.009406,0.009406,0.009406
23,538.57,0.83089,2.05722,1.11685,0.61482,0.70156,0.71974,0.58893,0.68467,1.6865,0.99318,0.00937771,0.00937771,0.00937771
24,562.396,0.83372,1.9959,1.10936,0.61992,0.76906,0.75507,0.61877,0.65715,1.57436,0.99329,0.00934943,0.00934943,0.00934943
25,586.536,0.84439,1.97207,1.12151,0.62618,0.69922,0.72167,0.60305,0.63573,1.71419,0.9941,0.00932114,0.00932114,0.00932114
26,610.621,0.82581,1.88438,1.11038,0.59409,0.72912,0.74363,0.62631,0.62309,1.61295,0.98299,0.00929286,0.00929286,0.00929286
27,635.059,0.82693,1.86304,1.11043,0.59447,0.60754,0.66243,0.55677,0.66695,1.95907,1.0029,0.00926457,0.00926457,0.00926457
28,659.341,0.80242,1.75519,1.09758,0.72968,0.81538,0.81948,0.68878,0.63454,1.36261,0.9685,0.00923629,0.00923629,0.00923629
